BMX	PLAGL2	CXCL14	TSPAN8	NPPC	COL9A2	TCF21	NGFR	MYOM1	SPP1	MT1H	ARMCX6	DNAH11	CLDN5
LYVE1	DAPK3	SCAMP1	COX6A2	MITF	RBMS1	PLXNA4	SOX17	LST1	MYL4	WIPF2	LPP	JMJD1C	FAM217B
EFCAB14	LPAR6	SPI1	SLC16A3	MAPRE2	SRP72	CCDC141	ADGRG6	SLC4A7	ROBO1	ZBTB8A	RBPMS	NKTR	THBS3
TRIM55	VAMP8	GATM	GPX8	TMSB15A	NUCB2	KIF9	CADM1	ASF1A	AKAP8L	SKI	SLC27A3	NCOR1	CENPV
CADM1	STK17A	LYZ	CRBN	C17orf99	ASAH1	ACOT8	MYLK3	ATF6	KIFAP3	CORO1A	ABLIM1	YPEL5	LYZ
IDH1	TMCC2	PTPRM	TIMM17B	FLRT2	TSTD1	MKNK2	F13A1	GOLM1	CERCAM	RGS12	HACD1	PLIN2	SMAD9
TSPYL1	RBM22	BCL6B	MTUS1	EMILIN2	PLPP3	ARRDC1	NET1	HMGXB4	CXADR	S1PR1	HSPB2	MGMT	PTPRD
RGS16	TSNAX	SRGN	PRSS23	EPAS1	IGFBP2	DNM2	PRNP	SHC1	FLRT2	TGFBR2	PRPF40A	LIMD2	CKMT2
MYO1C	UBL7	TGFBR3	TMEM9B	SYNGR1	NFKBIA	LGALS9	ZNF467	SERPINF1	SOX17	LRP6	MACF1	VPS35	CD53
NUDT22	KDR	PTPRB	EML4	ENPP1	ARL4D	AGL	PEX19	NIPSNAP1	FLNC	COLGALT1	ATP2A2	MPHOSPH8	FCGR1A
LAMB2	NRP1	NPHP3	PHLDA1	OSER1	BCAM	SPTA1	HMCES	CSF1R	IL1RL1	GRK5	CLU	GNAI3	GATA5
HPGDS	TSPAN18	TANC1	CHMP1B	CCDC102B	HES1	CPSF2	LTBP3	OSTF1	USP28	MXRA7	HAGH	CAT	CD248
ABCE1	AQP1	MLH1	GOLGA7	RNF41	ATP6AP2	UPK3B	CPOX	LYRM2	TMEM56	ENPP1	PGM1	FEZ2	CHST2
TTC37	C20orf27	ITGB2	PAIP1	CDC16	TGM2	KISS1	CPVL	CIZ1	TPBG	HRC	BBX	EWSR1	TMEM159
PRNP	IRF3	SPEN	EFNA1	SOX6	PPP1R15A	CR1L	TBRG1	PLXDC2	SOX6	BCAT2	SEC63	ARID4B	FOXS1
EHD4	COMMD8	PRKACA	MLEC	ROBO1	PSMA5	ANKH	LYRM1	ARHGAP28	XRCC1	THSD7A	HACD3	ZC3H13	BICC1
SRGAP1	CCSER2	ABCA9	SMYD2	SCN7A	MRPL15	TMEM163	IL1RL1	SOX17	EPHA4	FNDC3A	FBN1	CIB1	KAZALD1
AGPAT2	SYNPO2L	ASB2	PCM1	BLOC1S6	TCAP	EMC9	FCGR3A	IL1RL1	LAMA4	CHD7	TNRC6B	CREG1	MYT1
PRADC1	PNKP	TNFSF10	MRPS18B	CEP68	GYG1	FADS1	CALCOCO1	BST2	FAM171A1	CSAD	DDX3X	QKI	SEPT4
COPS7A	ISLR	F2RL2	RAD21	ELP5	ODC1	NPHP3	MYH6	UBAC2	TNC	HAND2	LRRFIP1	U2SURP	SPI1
CDK2AP2	SZRD1	VPS13C	PSIP1	RUNDC3A	MKRN1	OIT3	C11orf1	KIAA0355	NEBL	OSBPL1A	RCSD1	TERF1	MYRF
HPRT1	PCDH9	TAL1	HAGH	FUOM	PSMC4	MCM5	MIS18BP1	NHLRC3	TNS1	CYBB	CHURC1	LSM1	MOK
CS	CMTM7	DNM2	RBBP4	FNBP1	CCNDBP1	SLF2	LIMS2	ADAM10	KDELR3	PDGFRB	ZRANB2	RALA	EPDR1
TLE4	PIGC	ATP13A3	CTDSP2	DCUN1D1	PRDX3	SPECC1	SMARCD3	BASP1	RHOJ	PRCP	DLC1	SARS	GPC1
EMP1	LASP1	CUTC	SPTAN1	USP28	UBE2N	ABTB1	PDGFRA	MED11	CALCOCO2	HOPX	TNFRSF1A	RBBP7	TPPP3
ZNF503	BAALC	LRCH3	NSFL1C	DCAF8	PSMC1	MTMR9	SEC11C	PHYKPL	FZD1	ECHDC2	TSN	ANXA3	ABCA9
DAZAP1	GBP4	GATAD2A	EAPP	GAS1	GPI	PPP4R3A	SNAPC5	U2AF2	NREP	HCST	GSPT1	SVIL	FAT1
PNPLA4	RNF167	PPP2R2D	RAI14	MYLK3	PAPOLA	PLEKHA4	MDFIC	ITGB3BP	ZNF277	IDH2	GOT1	DBN1	NSUN5
GSTZ1	MGST1	DLAT	PRPF6	CYBB	PCBD1	PALM	ARHGAP28	ST6GALNAC6	MMAB	TULP3	STAT3	COL18A1	PJA1
SH3PXD2A	RGL2	PLAG1	PHGDH	SMARCD3	EIF4E2	SYNE1	HLA-DPB1	UBALD1	RGS16	PCNX4	ZEB2	PCMT1	CMBL
ILKAP	SRSF8	RNF214	PDCD10	TOR2A	HSPB3	RBP7	ZNF277	NPR1	CTSE	GEMIN6	CREB5	PPP1R12A	ARHGAP10
TBC1D4	GDE1	CD163	DYNC1LI2	SQLE	NES	ST3GAL5	EPHA4	ATIC	THRA	TP53I13	CDH2	LRPAP1	MAP9
ELOVL1	DPH3	ARAP3	CD36	XRCC1	FCER1G	SORD	LST1	FCGR3A	PLCD1	DSEL	HMOX1	CNN2	CCDC141
LRP1	RASIP1	RASSF1	JUND	C8orf82	EMP2	PRKAA2	IDH3A	EDNRB	ST6GALNAC6	SEC24D	GPC3	MCTS1	COL23A1
ALKBH5	IGF1	MTR	BOLA3	MBD4	PPP1R12B	ALPK3	YPEL4	TCEAL3	BNIP3	RHOJ	MYOM1	SLC3A2	RASL11B
TEX264	CTNNBIP1	SYNE1	HSPA1A	PLP2	FIBP	TES	MED25	C19orf25	LEO1	KDM1A	NR2F2	SLC9A3R2	KLHL13
ANK3	DCAF12	PUM2	ABI2	CPOX	UCP2	SLC12A2	CBX6	VSIG4	MTRF1L	ZNF281	IL6ST	GLIPR2	ASB2
ETV1	SMAGP	ITGA6	MRPS5	C11orf96	MGST2	PPP1R1A	TRIM56	TPST2	PEX19	FKBP9	TSPAN4	TXNDC12	CD163
MS4A6A	MFGE8	PHF1	LRRC17	BCL2L12	PUF60	EXOC4	OBSL1	TTC37	IST1	SYNE2	ARL3	ATP1A1	GCAT
MBNL1	NT5E	SPTA1	PLOD1	ZNF277	ACTN2	ERG	PYCR2	POR	UNC45B	HSPB8	SDHA	MAGED1	NBPF14
HSPH1	CD55	CRNKL1	ZFP36L2	TIMM23	UGP2	DAG1	EHD1	TFPI2	CYGB	ID3	ITGA8	PLK2	ITGB2
DNM1L	APOC1	TNFRSF1B	CMTM6	TOLLIP	IL33	ADIRF	GOLM1	HAS2	PLA2G5	MGMT	TIMP3	SMARCE1	FHOD3
PIK3R1	G0S2	CR1L	SMC3	COL15A1	ITGB1BP1	ARAP3	MMP15	SULF1	POLR3D	CTSF	TP53I3	COMMD1	PSAT1
GNG2	CASP4	KLF7	MRPL40	LST1	MYOZ2	SCARF1	TMEM178A	SLC25A1	TCF21	INTS3	SYMPK	IK	DTX3
VAT1	MXRA8	CSRP3	LITAF	RSPO3	YIF1A	NXN	SLC38A1	DDX49	COX7A1	AGRN	BPTF	F2R	GTF2B
LZIC	TSSC4	DMWD	CCDC3	CXADR	PROCR	NOS3	SERPINB1	PNPLA4	CACNA2D1	MAP4K2	CHD4	SMIM7	POMGNT1
LTC4S	JOSD2	JAG1	MYOM1	DLK1	HADHB	PTPN9	FAM3A	SIRT2	KANK1	SLC35A1	C1orf54	GMDS	COL21A1
OGN	INPP1	SRD5A3	TSG101	CHMP6	BCAP31	SCGN	LGALS8	TRIM58	MARCH5	SRPRB	EMC3	DNAJC1	SOBP
RBM38	PPP1R11	MGAT5	CSNK1A1	PRRX1	PSME2	SHE	PLAT	YIF1B	CRIP1	PYGB	ICAM2	TMCO1	HRH2
NUDT1	DERL2	ADAP2	PTP4A2	CDKN2AIPNL	KCTD12	WEE1	DNAJB1	TMEM128	CTSV	COL15A1	MLF1	LAMC1	CR1L
AFF4	BCL2L1	ST8SIA1	GCC2	TP53	CMTM3	COL23A1	RASGRP3	RBM23	HSPG2	RAPGEF5	FBLN2	CANX	TBL3
RNF130	TIMM50	ADSSL1	FRG1	EPM2AIP1	TMEM88	TYK2	SCPEP1	TTC17	MMP15	TRIP10	TJP1	TECRL	GUCY1A2
MAP3K11	FAM173A	MBOAT2	TSC22D4	PENK	NOL7	SCLT1	SMAD2	BID	ETV1	GOLPH3	PEG10	YTHDF2	GLIPR1
G6PC3	BIK	PSAT1	MAP4K4	F13A1	MAP1LC3A	PIM2	TMEM65	NBPF1	TMEM45A	ROBO1	SLC40A1	SBDS	FAM50B
LYPD2	COL9A1	ATOH8	EMC7	RBM20	MRPS7	LY86	SCRN2	HPGDS	THSD7A	PUM3	COA4	APCDD1	PMEL
UCHL1	MYCT1	ABHD11	GLG1	MS4A7	LAMA4	SFRP5	GPRC5C	SNX4	YPEL4	INHBA	TNNT1	CD74	FAXDC2
CPE	AFAP1L1	HERC2	TUBB2A	HHIP	REXO2	GPR34	XIRP1	TBPL1	HIST2H2BE	IMPAD1	IRF2BP2	PECAM1	POLR1E
POLE3	PLAT	AGL	TTC1	EHD1	QSOX1	CUL4A	TCEAL3	LDOC1	PXDN	ACOT11	TMOD1	SPINT2	KCNMB4
TOMM5	KPNA2	CUL4A	NAXE	APOBEC2	POLR2K	BEX2	DNAJC30	TMEM243	ARHGAP28	CRIM1	RGCC	NRP2	SEMA6D
BRMS1	PPP1R14C	PTBP3	WWTR1	CPVL	PSMA3	IFT88	HIPK2	TGIF1	ATPAF1	SRFBP1	ERP44	SERPINB6	CMYA5
GOLGA2	DHRS4L2	ADGRL4	IMMT	USP10	LAMP1	NR2F1	NCAM1	ILKAP	CHPF	LRIG3	CDKN1A	SF3B1	TGFB3
PCBP4	CRK	FOXO1	TSEN34	TNC	SF3B2	XPO4	NPW	GNG2	MYL7	F13A1	LMAN1	CRTAP	LSAMP
ETS2	TIMM17A	LMOD2	LDB2	TREM2	DDOST	PLCD1	HPGDS	YPEL4	TP53	RPL10A	MTUS1	ZCRB1	SF3A1
NCAM1	GDF15	ITPRIPL2	ABCA8	YPEL4	EIF3J	TLN2	CTSE	MRPL58	HMCES	TPBG	TSPAN5	IGF2BP2	NTRK2
ITGB1BP2	FOXC1	KCNMB4	PALLD	REC8	BZW2	ELK4	REC8	STX18	TTN	BIRC6	PRPF38B	DKK3	ADSSL1
BRD7	FOLR2	SCD	ANXA11	E2F4	COTL1	EPHB4	CACUL1	TGFB1	HAS2	SASH1	MYADM	ACTR10	SERPINB9
ST3GAL4	KLHDC8B	ZNF532	HMOX1	OBSL1	MRPS15	PPM1F	TTC37	IFI6	SLC25A4	NMD3	JAK1	BZW1	UPK3B
SULF1	PBDC1	COL23A1	SRGN	PPM1A	AAMDC	TMEM120A	SMTNL2	CTSK	EIF2B2	TLE1	GOLGA4	DUSP6	ATOH8
HLA-DPA1	VAMP3	PTGS2	BEX1	CTSV	HNRNPH3	GPBAR1	AK4	VAT1	ADAMTS9	GTF2E2	HK1	BAMBI	RMND1
ID4	IKBIP	ERG	NPPB	UTRN	TMBIM4	DUSP5	APOBEC2	FKBP11	MAP1A	MID1	RARRES2	GPX7	SLC39A6
MMP14	ECHDC1	KIF1B	ISCA1	ZMYND8	CTNNA1	HSDL2	CTSV	PTPN12	SPATC1L	FBLIM1	PPP1CB	LTBP1	PTGS2
SFRP2	COL21A1	TRIM8	RBPMS	NFYB	GADD45A	RABGAP1L	PLA2G12A	DHRS1	LIMS2	ITPR1	MED10	STOM	ZBTB20
DCAF11	MLLT11	SLN	EPB42	SLC38A1	WDR1	CMYA5	DCBLD2	PSMB8	NIPSNAP1	C1QTNF6	XBP1	POLR2J3	HSPB6
PHOSPHO1	ALDH1A2	LY86	GINM1	COMTD1	SFRP1	KANK3	ELMO1	HNMT	PDGFRA	TTYH3	SEPT6	TSTA3	PATJ
MAT2A	PCGF5	PURB	ITGA8	PRELID3B	PGRMC1	WDR54	NBPF1	ELMO1	SPON2	CAPG	ZFAND5	NFIA	WEE1
SERPINF1	PODXL	ELK4	ANKRD11	CADM1	TMED2	RHCE	USF2	DTWD1	TSFM	PLCE1	CLEC14A	MYBPC3	DNASE2
HS3ST1	CTSH	BAG3	A2M	PNPLA4	C7orf50	ADGRL4	NINJ1	RILPL2	SLIT3	TMEM47	BEX1	LDB3	PYGL
MAP2K3	LIPA	SIPA1	PIM1	RGS16	LBH	PRND	KRIT1	PPIH	GPANK1	APOBEC2	EZR	SH3GLB1	MID1IP1
LMO7	BCAS2	SCGN	CDC42EP1	PRNP	COX20	TMEM245	ETV1	CHST12	UBE2Q2	HIC1	PRMT2	AHNAK	DIXDC1
DPYSL2	SDF2L1	EPB41L3	SMIM1	SIAH2	LMAN2	ALDH3A2	STX7	FLI1	B4GAT1	G6PC3	RER1	SUGT1	SFRP5
CKS2	LRP10	SHE	STRADB	C12orf45	PIN1	FAM13C	SH3PXD2A	MECOM	SCG5	RIF1	CKM	PARP1	ADIRF
FRMD4A	SAE1	GPR34	BAZ2B	DMTN	VAMP5	STAB1	ASB8	LRP1	OGN	SBSPON	SNX2	RGS3	SCGN
SEMA5A	CLDN5	TARSL2	EI24	RGS2	CAPZA2	ZDHHC12	PHYKPL	CNRIP1	USP34	TREM2	HNRNPAB	BTG2	REM1
GLUD1	CYSTM1	TACC2	PGM1	VRK3	ARHGDIA	CRAT	DHRS1	SCPEP1	RING1	MS4A7	FAM118A	UCP2	PRRT2
TIMM44	SPATS2L	MMD	SMAP1	DDIT3	TOP1	NRGN	TGIF1	NPRL3	VPS26B	SRPX	RTN3	NDFIP1	DES
MAPKAP1	SNRPA1	EIF2B5	VASP	HOPX	PDHB	TACC2	SLIT3	SFRP2	BACE2	RBM20	IFI27L2	LTBP4	TRMT1
LMCD1	MYC	ATXN1	CDH2	SCG5	NIFK	CPD	NFYB	PLOD3	SVIP	SIPA1L2	FOSB	CXCL12	BST1
MXI1	SBSPON	MAD2L2	EMC3	CTSE	HSPG2	MYO6	EMP1	CDK5RAP3	PAPPA	IRX3	PLIN2	SNX6	PLEK2
GPATCH4	IGF2	ALPK3	C1D	CSF1R	RAB7A	HMGCS1	LMO7	AFF4	TRIB2	PENK	GNAI3	LYL1	ANK2
SNRNP200	FILIP1L	ABI3	HLA-DRA	LRP1	NECTIN2	PRKCH	PAPPA	PRRC2B	LAMB2	CACNA2D1	HEBP1	HES4	GPN2
TRIM58	FAM104A	TRIO	AIMP1	SLC25A1	NDN	FBXO34	AIG1	MAP3K11	COL6A1	SCN7A	PHACTR2	CD34	TMEM163
PKP2	SPTSSA	SOBP	FBN1	MTX1	CRABP2	SLN	DSP	ASH1L	ACTC1	NLRP1	EPB41L2	SYNCRIP	MPPED2
BCHE	HEY2	ACYP1	CAV2	MARCH5	GNAI2	APOBEC3C	PNP	SMIM14	SEC23A	CCDC102B	PLEKHJ1	ZYX	GLT8D2
NPW	RPS6KB2	PPP4R3A	HACD3	EFCAB14	C1QB	VPS13D	VSIG4	ZNF503	S100A10	NR2F6	NAV1	FKBP10	HEPH
DDIT3	SERTAD1	RHCE	RALBP1	PDGFRA	PSMF1	FRY	EHD4	ADGRA2	QTRT1	C12orf75	CD24	TLN1	SLC4A3
TMPO	SPRY1	MXRA5	HSPB2	SPATC1L	APLP2	ENOSF1	MYH7B	KIAA1143	PPM1K	GAS1	ZC3H13	TMED3	ARRDC3
SLC29A1	PDGFRB	SNX14	MRPL32	PIM3	CHMP5	INTS3	RBM38	SOX7	ARHGAP29	RPL39L	TSPAN3	SPARCL1	LMOD2
ADAM15	LGMN	TYMS	TSC22D3	CDC27	MAP1B	IGSF6	INPP1	EXOSC7	ID4	NFE2L1	QKI	ADRM1	PRKAA2
DCBLD2	C2orf40	STAB1	CLU	CYGB	SLC2A1	DHRS3	CPE	KRT1	NCAM1	XIAP	LAMB1	PDIA4	LY86
USP14	EGLN2	HIPK3	RPAIN	GPC6	GLRX5	ETV5	MRPL58	TDG	SFRP2	DCTN1	NDUFA4L2	OS9	DSG2
SGK1	MASP1	UBA5	NPR3	RAB1B	NUCB1	DKK2	OGN	CEP290	TMEM178A	POLR2M	JMJD1C	PRKAR1A	P2RY1
CDC34	SH3BP5	USP4	MACF1	SOX7	PNKD	DYSF	CYHR1	DUSP23	C11orf96	CDC42SE1	RAP1A	TMED10	RHOU
FEZ1	AKIRIN2	PLAU	CCL3	ASB8	COX7A1	THBD	TMBIM1	CCDC47	CCZ1	NPR1	IDH3B	CCND2	GPBAR1
TSR3	NANS	ZNF704	ARL6IP1	PAPPA	FBLN1	PLEC	DNAJB9	PAPPA	DCAF11	USP28	PLK2	PSMD13	GPR34
TMA16	FAM110B	PRND	SRSF4	NDUFA7	TFG	PYGB	CCDC115	ADAM15	AEBP1	PLEKHA1	POPDC2	CACYBP	PRELP
LGALS3BP	SMYD1	ICAM4	CTNNB1	MAT2B	CAP1	CASQ2	HLA-DPA1	GON4L	ILKAP	DEAF1	BAMBI	RRAGA	HLTF
SENP6	EMD	SCLT1	ZEB2	PHLDB2	ADI1	BVES	SERPINF1	GNB4	CPE	DOK5	NRP2	CHMP4B	NR2F1
C6orf62	ELN	CD34	GPC3	MED25	PDLIM5	MT1M	ITSN2	RNF13	TMEM263	CSF1R	SVIL	CD81	RHCE
MSI2	SERPING1	MAPKAPK3	TNRC6B	R3HDM4	SEC13	ATL2	CHPT1	ABT1	AK4	CRTAP	NSG1	CHMP3	SMIM10
SDC2	NID1	GPBAR1	ICAM2	NPRL3	PSMD7	FLOT2	TMEM70	PLSCR4	TMF1	TYW3	ATP1A1	ATP2B1	TRDN
TUBA4A	RALB	UBE2D4	MAP4	RBM38	LIMS1	IRF2	TRIM55	DDIT3	HMGA2	CERS6	SPINT2	AP1S2	TRIM63
ITGA1	ENTPD1	ANKRD36C	SYMPK	VSIG4	MLF2	LRIG1	GNPDA1	CKS2	SULF1	NCKAP5	PECAM1	CTSL	TMEM100
RABEP1	SIGIRR	MYOCD	TNFRSF1A	ATF3	HDDC2	CHD7	TRAF7	EMP1	TNS2	MRAS	LYL1	ACTR3	EPHX2
FNDC3B	GNL3	ENOSF1	DHX36	LDOC1	PDAP1	OPA1	DCAF11	RNF130	G6PC3	MECR	DNAJC1	EMC4	GSTM4
DESI2	GABARAPL1	KIAA2026	ATP2A2	UCHL1	HMGA1	ENPP1	RNASET2	NCKAP5	KRT1	SEMA5A	KRT19	PBX1	MTHFD2
BAZ1A	LAPTM5	TSHZ2	RALA	HPGDS	ZNF706	AKR1C3	KIF21A	TGFBR2	LYPD2	IL1RL1	NKTR	SCAF11	DLAT
NUPR1	PLIN3	DENND5A	ZRANB2	TMEM178A	SELENBP1	ARHGAP28	ITGB1BP2	CHD3	MECOM	CTSK	GSTM3	H1F0	NMD3
KRT1	PRSS23	NDRG3	LRRFIP1	HNMT	GTF2A2	USP28	LYVE1	OLFML1	PHOSPHO1	NOTCH2	CNN2	SNRNP70	NQO2
EIF4G1	EBF1	ACVRL1	KLHDC2	SEC14L1	UBXN4	MTSS1	ANK3	NPW	EIF2AK4	TNC	ANXA3	AKAP9	ADAMTS6
COL26A1	SMOC1	IBTK	BBX	UBALD1	ARMCX3	ROBO4	ALDOC	PPP3CA	DOK5	MYO1C	IK	REEP5	ABHD11
THBS4	COX6A2	PNCK	HCFC1R1	TMEM65	NEXN	MID1IP1	ASPH	AZI2	TSPAN9	CAMK1	LRPAP1	MSN	TMEM216
DSP	UBE2F	LGALS9	LSM6	GNPAT	C1QC	ADAMTS6	MXI1	UNC50	BMX	FZD1	CD74	SRP72	CDO1
DMD	CD36	PLP1	SLC40A1	MRPL58	ILK	YPEL2	ZNF503	TCTN3	TRIM58	GPC6	HP1BP3	TMEM98	PLXNA4
MAZ	HMOX2	IPO11	DLC1	BMX	RPN2	MTURN	EXOSC8	CNPY4	ELP6	CTTN	CKB	AKAP12	PMM1
CBLN2	CMAS	SCARF1	GOT1	TRIM58	MANF	STXBP2	SOX7	FEZ1	COL9A1	ELMO1	CANX	RBMS1	PACSIN3
HEG1	GMFG	QPCT	SDHA	PPM1K	HDAC2	ZNF33A	TRIM58	SF3A2	ITGB1BP2	C12orf45	TECRL	MRPL43	PSD3
MYH7B	TCEAL7	MACROD1	DGCR6L	PPIH	TCF21	RUNDC3A	FAHD1	BMX	TMEM47	SFXN4	CRTAP	CPNE1	SLN
CDCA7L	PIGT	P2RY1	EVA1B	ABHD17A	NUDT4	IARS	KLHL4	DOK5	MAN1A2	TNFAIP1	HSPA9	EDN1	TTYH1
HDGF	WDR45	TTYH1	TJP1	TMEM47	ARHGAP29	RNASE6	C6orf62	NBL1	SOX7	FCGR3A	COL18A1	NUCB2	MT1M
TFPI2	S100A9	PTPRG	ABLIM1	NPW	GTF2H5	FZD6	EDNRB	USP15	SLC41A3	B4GAT1	DKK3	LEPR	IGSF6
VASH1	SLC27A3	RGS12	FBLN2	VASH1	SPON2	GIMAP1	SFRP2	STAG2	CNPY4	DBN1	RAD23B	ASAH1	TLE4
PRKAR2A	SRP19	ZBTB44	ZFAND5	CYHR1	PPA1	ADPRHL1	FLT1	HOOK3	LMCD1	MPDZ	LAMC1	SMARCB1	PNCK
RRAS	TIE1	VPS13D	PRPF38B	PIK3R1	FILIP1	ATF3	IMMP1L	DPYSL2	LEPROT	PEG10	MAGED1	TGM2	AXL
FYN	NPM3	IGSF6	HK1	NCAM1	CISD1	GIMAP4	ARID5B	PHOSPHO1	SMTNL2	DNAJC10	SPARCL1	BCAM	SCARA3
CD320	VMP1	EXOC5	MLF1	TRIM55	COX17	SIPA1L2	NCKAP5	FARSA	KIF21A	HSD17B12	LTBP1	ADIPOR1	EBF2
UBE2E2	PLSCR1	PLXNA4	TMEM173	OGN	ESAM	RHAG	LTC4S	MATN2	SGCB	UNC45B	MYBPC3	PSMC4	ECHDC2
CDV3	LRRC59	KANK3	ERP44	LMO7	EIF6	SERINC5	TEK	LYPD2	ITM2C	COL6A1	APH1A	ARL4D	ICAM4
CTDNEP1	FGFR1	PRRT2	TECR	NUDT1	HNRNPD	CNOT11	BMPER	CCND3	BMPER	TMSB4X	APCDD1	PSMA5	TRIL
MOB2	PLEKHO1	RASSF8	PPP1CB	PKP2	BAG1	MPRIP	FEZ1	SENP6	NAE1	ATIC	SF3B1	PPP1R15A	TRIM13
ECM1	BCAP29	CDO1	IL6ST	GNG2	SMS	CCNY	HADH	LAMP2	THBS4	SPAG16	POLR2J3	RGS10	PRKCB
CD276	EIF4E	SORD	RGCC	OLFML1	CXCL14	ICA1	HEG1	FJX1	IL32	XIRP1	STOM	RAB34	OSBPL1A
DPP7	TMEM9B	MTHFD2	CLEC14A	PLEKHA1	HLA-B	SLCO2A1	OSBPL9	OAT	ANK3	CDH11	MRPL34	PTTG1IP	DYM
CCND3	A2M	REV3L	PRKCSH	MRPL35	RCN2	RGS1	PCMTD1	NUPR1	LETMD1	PKN1	AHNAK	RSF1	CLMP
SULT1A1	LIMA1	EBF2	DDX18	NCKAP5	DYNC1I2	SOX6	MTUS2	ITFG1	ALKBH5	TRIB2	PDIA4	THRAP3	MACROD1
CXXC5	CAPN1	HMGCS1	CBX5	CHPT1	CCL2	MIB2	HS3ST1	FRMD4A	COL4A1	ZNF467	RGS3	ASPN	KLHL23
RHOQ	EFNA1	OPA1	FERMT2	PHOSPHO1	TGFB1I1	NNT	EDIL3	TUBA4A	EMP1	ACAT1	SUGT1	ZNF207	CORO1A
YWHAG	LOXL2	VPS45	CREG1	MARCH7	TYROBP	RB1	CBLN2	SMIM15	LMO7	GLMP	IGF2BP2	KRTCAP2	COL6A6
TCTEX1D2	CXCR4	AZIN1	PON2	ETV1	FDPS	MYZAP	BMX	GTPBP4	MTUS2	CRIP1	CXCL12	MDFI	SLITRK4
LAD1	CDH5	AK4	NFE2L2	THBS4	ATP6V0B	S1PR1	DPP7	RNASET2	LDOC1	ENC1	F2R	MPP1	SNCAIP
CHMP1A	FAM114A1	ACTN2	RCSD1	ID4	PPP4C	MYLK3	LYPD2	TMA16	SLC29A1	AEBP1	NDFIP1	VGLL4	RNASEH2B
SMIM4	COMMD4	RORA	NCOR1	PCBP4	AIF1	EXOSC5	MS4A6A	ABHD14B	ATXN7L3B	CALD1	LDB3	CTSC	EDNRA
DDIT4	UBE2K	GYPE	ZFAND6	ANK3	ITM2A	INHBA	SMIM8	MTF2	TNFAIP1	NECTIN2	TUBB2B	MFAP2	CORIN
HSF1	RAI14	DLK1	MYADM	ETS2	TMEM147	IFIT1B	KRT1	MAF	NUPR1	UBE2Q2	OS9	ADD3	PLEKHA4
MLST8	GMPR	LRRC49	HMGA1	FARP1	S100A4	KIAA1191	TSPAN13	CMSS1	LIMCH1	CELF2	MEF2C	TMEM165	GYPE
SURF2	SNAI2	SMCHD1	TNNT1	HDGF	TUBB6	OSTF1	MAF	THRA	TFPI2	FCGRT	SAT2	ATP6AP2	GATM
CFAP36	CALCRL	MYZAP	TIMP3	RPF1	ENO3	ITGA5	FUNDC1	ETS2	DCBLD2	BCAM	RBM17	LSM8	SOX9
PDK1	DCTD	CORIN	NAV1	MTUS2	PPIC	RNF41	SERTAD3	TEK	MPDZ	EXT1	FLNA	HES1	GADD45G
RNF8	PHGDH	LRIG1	VPS35	CDC34	RAB5C	VWF	MMRN2	ITGA1	COL1A2	ZCCHC24	PFKP	PUF60	PPP1R3C
FAM89B	IFT22	RHAG	MPHOSPH8	IMMP1L	HNRNPR	LRRC49	RBPMS2	HEG1	ALDOC	CDK5RAP3	HES4	EIF4E2	BMP5
PCDH18	SNAP23	SMC6	H1FX	SSBP2	NDUFS3	CCL4	DST	FAM104B	DSP	TMEM14A	PPFIBP1	QSOX1	EGR1
BMP4	SHISA5	PSD3	PRMT2	FRMD4A	PSMA2	TMC6	GSDMD	BAZ1A	ARHGEF12	FAM171A1	SYNCRIP	NFKBIA	REXO4
DDB1	HSPA1A	SLC2A3	MAP3K13	CKS2	VPS29	KLHL23	CNN1	TM9SF3	ZNF302	HAS2	ZYX	PTOV1	PHYHD1
ZCCHC24	CCDC167	CPEB4	ZC3H13	MXI1	SFPQ	PRELID3B	SSPN	UNC5B	DPF2	GNPDA1	NFIA	PPIG	SNRNP48
H2AFY2	PYCARD	MTSS1	LAMB1	DCAF11	RHEB	RAPGEF5	PDCD4	AIDA	PCBP4	ETS1	THOC7	BCAP31	DDR2
UNC5B	CD47	METAP1	YPEL5	MAF	SQSTM1	HERC1	COL26A1	HS3ST1	ACSM3	PDE4DIP	BTG2	TRA2B	IFIT1
AK3	TSPAN7	IFIT1	CKM	PLOD2	TTN	SLC9A3R1	GID8	CTBP2	IGFBP3	VSIG4	PCOLCE	PPP1R12B	CASQ2
SOD2	RAB32	DKK2	EZR	SFRP2	MPC1	CYBB	SNCG	HLA-DPA1	ST3GAL4	OGN	RGS10	AKAP13	ANTXR1
TMBIM1	PIM1	MARC2	TSPAN5	LMCD1	CD59	TRDN	YPEL3	GPATCH8	LRRFIP2	COTL1	SLC9A3R2	MGST2	TBX18
TMCC2	PYCR1	SOX9	CIR1	LGALS3BP	NDUFS2	TMEM56	OXLD1	COL26A1	COL26A1	PHLDB1	CD34	CD14	CERS6
PAIP2B	MRPS11	BVES	HEBP1	BCHE	COL4A2	FNIP2	THRA	LETMD1	ECM1	RBMS3	SUMO3	PNN	MBIP
ALDOC	LRRC17	RGS1	ARID4B	TNFRSF12A	ZC3H15	GLS	MOB2	VPS72	ADGRA2	SLC4A7	ACO2	FCER1G	AKR1C3
PMP22	FHL3	CASQ2	FOSB	RHOQ	GADD45B	SH3RF2	CTSZ	RERE	DMTN	NCAM1	PLPP3	YIF1A	STXBP2
